"CATEGORIE","LIBELLE","MOT_DIRECTEUR","STATUT","COMMUNE","RIVOLI","TENANT","ABOUTISSANT","BI_MIN","BP_MIN","BI_MAX","BP_MAX"
"VM","VM 11","11","PUBLIQUE","BOUAYE","0400","BOUAYE Rue de la Noë","SAINT-AIGNAN-GRANDLIEU Route des Berthet","","","",""
"Allée","Allée Guichaud","Guichaud","PUBLIQUE","BOUAYE","0087","BOUAYE Avenue du Bois","BOUAYE Allée des Verts Prés","1","2","1","12"
"Rue","Rue du Lac","Lac","PUBLIQUE","BOUAYE","0093","BOUAYE Rue de Pornic","BOUAYE VM 264","1","2","43","10"
"Allée","Allée de la Chênaie","Chênaie","PUBLIQUE","BOUAYE","0026","BOUAYE Allée des Verts Prés","BOUAYE Allée des Verts Prés","1","2","5","20"
"Place","Place de la Mairie","Mairie","PUBLIQUE","BRAINS","0107","BRAINS Place de la Mairie","BRAINS Rue de la Mairie","1","2","5","6"
"Allée","Allée du Capitaine Némo","Némo","PUBLIQUE","BRAINS","0058","BRAINS Rue Michel Strogoff","","1","2","13","8"
"Rue","Rue du Mortier","Mortier","PUBLIQUE","BRAINS","0110","BRAINS Rue du Bois Joli","","3","2","15","16"
"Place","Place des Coquelicots","Coquelicots","PUBLIQUE","BRAINS","0036","BRAINS Rue des Marguerites","BRAINS Allée du Château de la Guerche","1","2","9","2"
"Voie","Voie Non Dénommée 2151777","Dénommée","PUBLIQUE","VERTOU","","","","","","",""
"Voie","Voie Non Dénommée 2151783","Dénommée","PUBLIQUE","VERTOU","","","","","","",""
"Rue","Rue du Champ Fleuri","Champ","PUBLIQUE","VERTOU","0435","VERTOU VM 105","","","6","","6"
"Venelle","Venelle Jeanne Barret","Barret","PRIVEE","NANTES","4509","NANTES Rue Roger Frison Roche","NANTES Rue René Dumont","1","","5",""
"Allée","Allée des Charmilles","Charmilles","PRIVEE","VERTOU","0431","VERTOU Rue Chanoine Doussin","","1","8","9","8"
"Route","Route des Pellerines","Pellerines","PUBLIQUE","CARQUEFOU","3307","","","1","2","5","4"
"Avenue","Avenue du Lac de Guerlédan","Guerlédan","PRIVEE","NANTES","4739","NANTES Avenue du Val d'Erdre","NANTES Avenue du Val d'Erdre","1","2","25","10"
"Rue","Rue Lamotte Picquet","Picquet","PUBLIQUE","NANTES","4761","NANTES Place Catinat","NANTES Boulevard Paul Langevin","3","2","29","16"
"Chemin","Chemin de la Lande Saint Joseph","Joseph","PRIVEE","NANTES","4776","NANTES Rue Paul Bert","","3","2","17","18"
"Impasse","Impasse le Mintier","Mintier","PRIVEE","NANTES","4888","NANTES Rue du Corps de Garde","Impasse","1","2","11","12"
"Rue","Rue Lemot","Lemot","PUBLIQUE","NANTES","4892","NANTES Rue Jenner","NANTES Boulevard Saint Aignan","3","2","7","4"
"Rue","Rue Léon Buerne","Buerne","PUBLIQUE","NANTES","4902","NANTES Rue Anatole de Monzie","NANTES Rue Georges Leygues","1","2","1","4"
"Boulevard","Boulevard Léon Bureau","Bureau","MIXTE","NANTES","4904","NANTES Rue Julien Videment","NANTES Boulevard de l'Estuaire","1","2","15","6"
"Boulevard","Boulevard Léon Jouhaux","Jouhaux","PUBLIQUE","NANTES","4914","NANTES Boulevard de l'Egalité","NANTES Rue des Pavillons","1","2","3","6"
"Rue","Rue Léon Say","Say","PUBLIQUE","NANTES","4916","NANTES Place Emile Fritsch","","1","2","65","52"
"Rue","Rue Georges Leclanché","Leclanché","PRIVEE","SAINTE-LUCE-SUR-LOIRE","2843","SAINTE-LUCE-SUR-LOIRE Rue de la Gare","","1","2","9","10"
"Allée","Allée de la Communauté Rurale de Ballou","Communauté","PUBLIQUE","BOUGUENAIS","1223","BOUGUENAIS Rue de Beauvoir","BOUGUENAIS Rue Maria Chapdelaine","","","",""
"Rue","Rue Philéas Fogg","Fogg","PUBLIQUE","BOUGUENAIS","2682","BOUGUENAIS Rue Eugène Pottier","","3","4","3","8"
"Passage","Passage des Venelles","Venelles","PUBLIQUE","BOUGUENAIS","3259","BOUGUENAIS Rue du Centre","BOUGUENAIS Rue des Venelles","","","",""
"Rue","Rue de l'Hébergement","Hébergement","PRIVEE","LA-MONTAGNE","1073","LA-MONTAGNE Avenue de la Libération","LA-MONTAGNE Chemin du Pérou","","","",""
"RD","RD 723","723","PUBLIQUE","BOUGUENAIS","2986","BRAINS RD 723","REZE Boulevard du Général de Gaulle","","","",""
"Rue","Rue de Bruxelles","Bruxelles","PRIVEE","THOUARE-SUR-LOIRE","0613","THOUARE-SUR-LOIRE Avenue de l'Europe","","","2","","6"
"Chemin","Chemin de la Ménortière","Ménortière","PUBLIQUE","MAUVES-SUR-LOIRE","0260","MAUVES-SUR-LOIRE Route du Jarry","MAUVES-SUR-LOIRE Chemin du Pont de Ridea","","","",""
"Chemin","Chemin de l'Ouche de la Lande","Lande","PUBLIQUE","MAUVES-SUR-LOIRE","0265","MAUVES-SUR-LOIRE Rue de la Duellière","MAUVES-SUR-LOIRE Route de Sucé-sur-Erdre","","","",""
"Rue","Rue de la Citrie","Citrie","PUBLIQUE","MAUVES-SUR-LOIRE","0287","MAUVES-SUR-LOIRE Rue de la Potinarderie","MAUVES-SUR-LOIRE Route de Paris","29","160","175","216"
"Chemin","Chemin de la Chéinare","Chéinare","PUBLIQUE","MAUVES-SUR-LOIRE","0255","MAUVES-SUR-LOIRE Route de Paris","MAUVES-SUR-LOIRE Rue de Chantermine","","","",""
"Rue","Rue de la Fontaine Bruno","Fontaine","PUBLIQUE","MAUVES-SUR-LOIRE","0060","MAUVES-SUR-LOIRE Rue du Cellier","","111","26","253","394"
"Rue","Rue Michel Ange","Michel","PUBLIQUE","ORVAULT","1132","ORVAULT Avenue de la Morlière","","3","4","13","12"
"Rue","Rue de la Lyre","Lyre","PUBLIQUE","ORVAULT","1021","ORVAULT Rue de Pollux","ORVAULT Rue du Scorpion","3","2","25","12"
"Place","Place de la Liberté","Liberté","PUBLIQUE","ORVAULT","1010","ORVAULT Rue des Verts Prés","ORVAULT Avenue Félix Vincent","1","6","3","6"
"Rue","Rue Léonard de Vinci","Vinci","PUBLIQUE","ORVAULT","0978","ORVAULT Rue Mariotte","","17","4","27","68"
"Allée","Allée du Lay","Lay","PRIVEE","ORVAULT","0975","ORVAULT Avenue Robert Chasteland","","1","2","7","6"
"Rue","Rue Pierre Laplace","Laplace","PUBLIQUE","ORVAULT","0957","ORVAULT Rue Torricelli","","1","4","11","14"
"Rue","Rue Jean-Louis Lagrange","Lagrange","PUBLIQUE","ORVAULT","0952","ORVAULT Rue Arago","ORVAULT Rue de la Garenne","1","2","19","22"
"Place","Place Jeanne d'Arc","Arc","PUBLIQUE","ORVAULT","0935","ORVAULT Rue Saint Léger","ORVAULT Route de Basse Indre","1","2","13","14"
"Avenue","Avenue de la Haye Blanche","Haye","PUBLIQUE","ORVAULT","0683","ORVAULT Avenue de la Haye Noé","","1","2","11","6"
"Rue","Rue Claire Fontaine","Claire","PUBLIQUE","BRAINS","0090","BRAINS Rue de la Chaussée","BRAINS VC 5","1","2","35","22"
"Rue","Rue du Grand Pesle","Grand","PUBLIQUE","BRAINS","0061","","BRAINS VC 7","","2","","36"
"Rue","Rue du Landas","Landas","PUBLIQUE","BRAINS","0046","BRAINS Rue de l'Acheneau","","1","2","11","14"
"Rue","Rue des Clos Mâts","Clos","PUBLIQUE","BRAINS","0035","BRAINS Place de l'Eglise","","1","2","9","24"
"Rue","Rue des Acacias","Acacias","PUBLIQUE","BRAINS","0023","BRAINS Rue du Bois Joli","","1","2","9","2"
"Rue","Rue des Chênes","Chênes","MIXTE","SAINT-LEGER-LES-VIGNES","0033","SAINT-LEGER-LES-VIGNES Rue des Galochets","","1","2","15","4"
"Voie","Voie Non Dénommée 0240917","Dénommée","PRIVEE","BRAINS","","","","","","",""
"Voie","Voie Non Dénommée 0240929","Dénommée","PRIVEE","BRAINS","","","","","","",""
"Voie","Voie Non Dénommée 0471773","Dénommée","PUBLIQUE","COUERON","","","","","","",""
"Voie","Voie Non Dénommée 0471788","Dénommée","PUBLIQUE","COUERON","","","","","","",""
"Voie","Voie Non Dénommée 0471794","Dénommée","PUBLIQUE","COUERON","","","","","","",""
"Place","Place du Village de l'Erdurière","Erdurière","PUBLIQUE","COUERON","2359","COUERON Rue du Hameau de l'Erdurière","","1","2","9","10"
"Boulevard","Boulevard de la Liberté","Liberté","PUBLIQUE","NANTES","4952","NANTES Boulevard de Chantenay","NANTES Rue Arago","13","2","141","150"
"Place","Place Lieutenant Jehenne","Jehenne","PUBLIQUE","NANTES","4972","NANTES Quai Henri Barbusse","","5","4","5","6"
"Chemin","Chemin du Linot","Linot","PUBLIQUE","NANTES","5004","NANTES Rue du Port des Charrettes","NANTES Chemin du Gotha","9","22","11","24"
"Rue","Rue de la Lombarderie","Lombarderie","PUBLIQUE","NANTES","5020","NANTES Boulevard Michelet","NANTES Place du 116ième RI","5","","21",""
"Rue","Rue du Loquidy","Loquidy","PUBLIQUE","NANTES","5032","NANTES Place du 116ième RI","NANTES Boulevard Gabriel Lauriol","1","2","47","42"
"Boulevard","Boulevard de la Louëtrie","Louëtrie","PUBLIQUE","NANTES","5056","NANTES Rue de la Papotière","NANTES Rue Jean Jacques Audubon","1","4","31","20"
"Rue","Rue Louis Brisset","Brisset","PUBLIQUE","NANTES","5073","NANTES Rue Commandant Henri Viot","","1","","7",""
"Avenue","Avenue Louise","Louise","PUBLIQUE","NANTES","5084","NANTES Rue du Fonteny","NANTES Rue des Girondins","1","2","15","10"
"Rue","Rue Louis Feuillade","Feuillade","PUBLIQUE","NANTES","5088","NANTES Rue Harry Baur","","","","",""
"Rue","Rue Louis Mékarski","Mékarski","PUBLIQUE","NANTES","5124","NANTES Rue Stéphenson","NANTES Boulevard Ernest Dalby","1","2","13","8"
"Chemin","Chemin de Rome","Rome","PUBLIQUE","MAUVES-SUR-LOIRE","0216","MAUVES-SUR-LOIRE Rue de la Loire","","1","2","7","2"
"Avenue","Avenue de Bretagne","Bretagne","PUBLIQUE","MAUVES-SUR-LOIRE","0283","MAUVES-SUR-LOIRE Rue de la Verdière","","1","2","13","46"
"Chemin","Chemin de la Métairie","Métairie","PUBLIQUE","MAUVES-SUR-LOIRE","0180","MAUVES-SUR-LOIRE Impasse du Bois Blot","","","","",""
"Rue","Rue du Clos du Moulin","Clos","PRIVEE","MAUVES-SUR-LOIRE","0056","MAUVES-SUR-LOIRE Rue du Clos Sablé","MAUVES-SUR-LOIRE Rue du Carteron","1","4","9","12"
"Rue","Rue d'Aquitaine","Aquitaine","PUBLIQUE","MAUVES-SUR-LOIRE","0026","MAUVES-SUR-LOIRE Avenue de Bretagne","","3","2","5","2"
"Chemin","Chemin Pavé","Pavé","PUBLIQUE","MAUVES-SUR-LOIRE","0200","MAUVES-SUR-LOIRE Rue du Cellier","MAUVES-SUR-LOIRE Rue de la Loire","1","2","25","32"
"Rue","Rue de la Plage","Plage","PUBLIQUE","MAUVES-SUR-LOIRE","0207","MAUVES-SUR-LOIRE Rue de la Loire","MAUVES-SUR-LOIRE Impasse des Civeliers","1","2","7","4"
"Chemin","Chemin de la Simonière","Simonière","PUBLIQUE","MAUVES-SUR-LOIRE","0263","MAUVES-SUR-LOIRE Chemin du Pas Riche","MAUVES-SUR-LOIRE Chemin des Petites Pièc","","","",""
"Rue","Rue des Acacias","Acacias","PUBLIQUE","SAUTRON","0002","SAUTRON Rue de la Forêt","","1","2","23","24"
"Chemin","Chemin de la Guichardière","Guichardière","PUBLIQUE","ORVAULT","0801","ORVAULT Chemin de Gagné","ORVAULT Chemin de la Rouazière","7","4","11","6"
"Place","Place du Géraudeau","Géraudeau","PUBLIQUE","ORVAULT","0788","ORVAULT Avenue Charles De Gaulle","","3","","9",""
"Rue","Rue des Grandes Noëlles","Grandes","PRIVEE","ORVAULT","0784","ORVAULT Rue des Pins","","1","4","41","24"
"Rue","Rue des Gobelins","Gobelins","PUBLIQUE","ORVAULT","0760","ORVAULT Rue Michel Ange","","3","4","11","16"
"Avenue","Avenue Félix Vincent","Vincent","PUBLIQUE","ORVAULT","0670","","","1","2","149","178"
"Voie","Voie Non Dénommée 0471850","Dénommée","PUBLIQUE","COUERON","","","","","","",""
"Voie","Voie Non Dénommée 1201750","Dénommée","PUBLIQUE","LE-PELLERIN","","","","","","",""
"Voie","Voie Non Dénommée 1201771","Dénommée","PUBLIQUE","LE-PELLERIN","","","","","","",""
"Voie","Voie Non Dénommée 1201777","Dénommée","PUBLIQUE","LE-PELLERIN","","","","","","",""
"Voie","Voie Non Dénommée 1981477","Dénommée","PUBLIQUE","LES-SORINIERES","","","","","","",""
"Rue","Rue François Coppée","Coppée","PUBLIQUE","NANTES","3300","NANTES Boulevard Maréchal Alphonse Juin","NANTES Rue de l'Abbaye","1","4","21","18"
"Place","Place François II","François","PUBLIQUE","NANTES","3304","NANTES Rue la Tour d'Auvergne","NANTES Rue de la Savonnerie","3","2","7","8"
"Rue","Rue François Sire","Sire","PUBLIQUE","NANTES","3320","NANTES Rue Sébastien Vaillant","NANTES Rue de la Noë Garreau","","","",""
"Rue","Rue Frédéric Ozanam","Ozanam","PUBLIQUE","NANTES","3348","NANTES Route de Saint Joseph","NANTES Rue de l'Eraudière","5","2","21","16"
"Avenue","Avenue de la Frégate","Frégate","PRIVEE","NANTES","3354","NANTES Rue des Gobelets","","1","2","23","24"
"Rue","Rue Frère Louis","Louis","PUBLIQUE","NANTES","3364","NANTES Rue Saint Jacques","NANTES Rue de la Ripossière","5","2","61","34"
"Rue","Rue Fulton","Fulton","PUBLIQUE","NANTES","3400","NANTES Rue Jenner","NANTES Boulevard Saint Aignan","1","2","13","14"
"Boulevard","Boulevard Louis Millet","Millet","PUBLIQUE","NANTES","5128","","NANTES Rue des Forges","23","4","39","54"
"Rue","Rue Louis Primault","Primault","PUBLIQUE","NANTES","5136","NANTES Rue Paul Deltombe","NANTES Rue du Haut Moreau","19","4","33","20"
"Avenue","Avenue des Louveteaux","Louveteaux","PUBLIQUE","NANTES","5150","NANTES Avenue Guy de Larigaudie","NANTES Avenue de Rome","3","4","7","8"
"Chaussée","Chaussée de la Madeleine","Madeleine","PUBLIQUE","NANTES","5188","NANTES Boulevard Jean Philippot","NANTES Place Aimé Delrue","1","2","55","20"
"Quai","Quai Magellan","Magellan","PUBLIQUE","NANTES","5201","NANTES Quai Ferdinand Favre","NANTES Place Aimé Delrue","1","2","63","62"
"Rue","Rue du Maine","Maine","PUBLIQUE","NANTES","5212","NANTES Rue Villebois Mareuil","NANTES Rue des Hauts Pavés","1","2","53","60"
"VM","VM 26","26","PUBLIQUE","SAUTRON","4201","ORVAULT Route de la Rousselière","SAUTRON Rue de la Vallée","","","",""
"Rue","Rue du Cens","Cens","PRIVEE","SAUTRON","0860","SAUTRON Rue de la Corniche","","3","2","21","14"
"Rue","Rue du Berligout","Berligout","PRIVEE","SAUTRON","0301","SAUTRON Rue de l'Eglise","SAUTRON Rue de la Rivière","3","4","7","18"
"Rue","Rue de la Mairie","Mairie","PUBLIQUE","SAUTRON","2630","SAUTRON Rue de l'Eglise","SAUTRON Rue de la Vallée","1","2","3","6"
"Rue","Rue des Grands Bois","Grands","PUBLIQUE","SAUTRON","2190","SAUTRON Rue de la Pépinière","","1","2","17","16"
"Rue","Rue du Meunier","Meunier","PRIVEE","SAUTRON","2659","SAUTRON Rue du Moulin","SAUTRON Chemin du Diable","1","2","19","12"
"Impasse","Impasse des Tonneliers","Tonneliers","PUBLIQUE","SAUTRON","4603","SAUTRON Rue des Puisatiers","Impasse","3","2","17","14"
"Rue","Rue de la Gâtine","Gâtine","PUBLIQUE","SAUTRON","1970","SAUTRON Rue de la Contrie","SAUTRON Rue du Grand Clos","1","2","11","8"
"Rue","Rue de la Motte","Motte","PUBLIQUE","SAUTRON","2697","SAUTRON Rue de Plaisance","","1","2","5","6"
"Rue","Rue des Plantes","Plantes","PRIVEE","SAUTRON","3827","SAUTRON Rue de Plaisance","","1","2","9","8"
"Rue","Rue de la Jaunaie","Jaunaie","PUBLIQUE","SAUTRON","2413","SAUTRON Rue de Plaisance","","3","2","7","6"
"Rue","Rue des Ecuyers","Ecuyers","PRIVEE","ORVAULT","0643","ORVAULT Avenue du Bois Raguenet","ORVAULT Avenue du Bois Raguenet","1","2","31","16"
"Rue","Rue Coulomb","Coulomb","PUBLIQUE","ORVAULT","0557","ORVAULT Rue Léonard de Vinci","","3","4","9","32"
"Avenue","Avenue du Couchant","Couchant","PUBLIQUE","ORVAULT","0555","ORVAULT VM 42","ORVAULT Avenue du Bois Raguenet","3","4","45","66"
"Rue","Rue de la Corniche","Corniche","PUBLIQUE","ORVAULT","0550","ORVAULT Parc de la Morlière","","3","2","105","124"
"Avenue","Avenue Charles De Gaulle","De","PUBLIQUE","ORVAULT","0530","ORVAULT Place de la France Libre","ORVAULT Rond-Point de la Baronnière","41","30","103","118"
"Allée","Allée des Cèdres","Cèdres","PUBLIQUE","ORVAULT","0429","ORVAULT Avenue Charles De Gaulle","","1","12","21","26"
"Rue","Rue Gabriel","Gabriel","PUBLIQUE","NANTES","3404","NANTES Boulevard Joliot Curie","NANTES Rue Ledru Rollin","1","4","31","28"
"Boulevard","Boulevard Gabriel Lauriol","Lauriol","PUBLIQUE","NANTES","3416","NANTES Boulevard des Frères de Goncourt","NANTES Boulevard du Petit Port","1","2","95","98"
"Route","Route de Gachet","Gachet","PUBLIQUE","NANTES","3428","NANTES Rue Emile Borel","","1","92","157","158"
"Rue","Rue Général de Torquat","Torquat","PUBLIQUE","NANTES","3580","NANTES Rue de la Montagne","NANTES Place Saint Clair","1","2","21","18"
"Rue","Rue Général Meusnier","Meusnier","PUBLIQUE","NANTES","3620","NANTES Rue Mercoeur","NANTES Place Aristide Briand","1","2","1","6"
"Place","Place Sarrail","Sarrail","PUBLIQUE","NANTES","3624","NANTES Rue des Bataillons FFI","REZE Boulevard du Général de Gaulle","","","",""
"Rue","Rue Général Travot","Travot","PUBLIQUE","NANTES","3628","NANTES Rue Galilée","NANTES Boulevard de la Liberté","1","6","21","18"
"Rue","Rue de Genève","Genève","PUBLIQUE","NANTES","3636","NANTES Rue de la Durantière","NANTES Boulevard Emile Romanet","1","2","53","64"
"Rue","Rue Georges Bizot","Bizot","PUBLIQUE","NANTES","3657","NANTES Rue Julien","NANTES Boulevard de Longchamp","1","4","81","72"
"Rue","Rue Georges Méliès","Méliès","PUBLIQUE","NANTES","3680","NANTES Rue Chanoine Larose","NANTES Rue Georges Méliès","3","2","47","28"
"Rue","Rue Georges Picot","Picot","PRIVEE","NANTES","3692","NANTES Rue Emile Cheysson","NANTES Rue Jules Siegfried","1","2","21","28"
"Rue","Rue de Gorges","Gorges","PUBLIQUE","NANTES","3768","NANTES Rue de Gorges","NANTES Place Royale","3","2","5","8"
"Chemin","Chemin du Gotha","Gotha","PUBLIQUE","NANTES","3772","NANTES Route de Saint Joseph","NANTES Chemin du Linot","1","2","7","14"
"Avenue","Avenue Gouleau","Gouleau","PRIVEE","NANTES","3776","NANTES Rue Amiral Du Chaffault","","","","",""
"Rue","Rue de la Gourmette","Gourmette","PUBLIQUE","NANTES","3781","NANTES Boulevard Lelasseur","NANTES Place George Washington","1","8","59","46"
"Chemin","Chemin de la Grande Pièce","Pièce","PRIVEE","NANTES","3804","NANTES Route de la Jonelière","","","","",""
"Chemin","Chemin de la Mainguais","Mainguais","PUBLIQUE","NANTES","5216","CARQUEFOU Rue de la Mainguais","NANTES Rue du Bêle","23","198","35","202"
"Boulevard","Boulevard du Manoir Saint-Lo","Saint-Lo","PUBLIQUE","NANTES","5274","NANTES Place du Vieux Doulon","NANTES Rue de la Basse Chénaie","1","6","27","40"
"Boulevard","Boulevard de la Mulonnière","Mulonnière","PUBLIQUE","LA-CHAPELLE-SUR-ERDRE","4224","LA-CHAPELLE-SUR-ERDRE Boulevard du Gesvr","LA-CHAPELLE-SUR-ERDRE Rue Arago","","","",""
"Square","Square des Mouettes","Mouettes","PUBLIQUE","LA-CHAPELLE-SUR-ERDRE","4217","LA-CHAPELLE-SUR-ERDRE Boulevard de l'Hop","","1","2","9","10"
"Rue","Rue Claude Monet","Monet","PUBLIQUE","LA-CHAPELLE-SUR-ERDRE","1905","LA-CHAPELLE-SUR-ERDRE Rue Eugène Delacro","LA-CHAPELLE-SUR-ERDRE Rue Salvador Dali","1","2","19","10"
"Rue","Rue Salvador Dali","Dali","PUBLIQUE","LA-CHAPELLE-SUR-ERDRE","4451","LA-CHAPELLE-SUR-ERDRE Rue Pablo Picasso","","3","2","23","22"
"Impasse","Impasse de la Bastière","Bastière","PUBLIQUE","VERTOU","1901","VERTOU Rue de la Bastière","Impasse","3","2","3","6"
"Rue","Rue de la Bastière","Bastière","PUBLIQUE","VERTOU","1900","VERTOU Route de Pont Caffino","VERTOU Rue de la Blandinière","1","4","21","14"
"Place","Place de la Bastière","Bastière","PUBLIQUE","VERTOU","1902","VERTOU Impasse des Sineaux","","1","2","7","4"
"Rue","Rue de la Fontaine","Fontaine","PRIVEE","LES-SORINIERES","0191","LES-SORINIERES Rue de Nantes","","1","","5",""
"Rue","Rue Hippolyte Derouet","Derouet","PUBLIQUE","LES-SORINIERES","0164","LES-SORINIERES Rue des Papillons","","","","",""
"Mail","Mail des Gauteries","Gauteries","PUBLIQUE","CARQUEFOU","2691","CARQUEFOU Rue des Gauteries","CARQUEFOU Route de la Charmelière","1","2","33","36"
"Rue","Rue du Rocher","Rocher","PUBLIQUE","CARQUEFOU","3455","CARQUEFOU Rue de la Ménerais","CARQUEFOU VC 5","11","10","19","24"
"Chemin","Chemin Jacques Prévert","Prévert","PUBLIQUE","BOUGUENAIS","1831","BOUGUENAIS Rue Pablo Neruda","BOUGUENAIS Rue Salvador Allende","17","14","21","24"
"Rue","Rue du Verger","Verger","PRIVEE","SAINT-JEAN-DE-BOISEAU","1190","SAINT-JEAN-DE-BOISEAU Rue de l'Egalité","SAINT-JEAN-DE-BOISEAU Rue du Lavoir","","10","","22"
"Rue","Rue des Frères Gohaud","Gohaud","PUBLIQUE","SAINT-JEAN-DE-BOISEAU","0480","SAINT-JEAN-DE-BOISEAU Place de la Libert","SAINT-JEAN-DE-BOISEAU Rue de Bethleem","9","2","15","4"
"Rue","Rue du Bourrelier","Bourrelier","PUBLIQUE","ORVAULT","0333","ORVAULT Rue des Rémouleurs","","1","2","13","12"
"Chemin","Chemin de la Berthelotière","Berthelotière","PUBLIQUE","ORVAULT","0230","ORVAULT Rue d'Arbois","ORVAULT Rue du Capricorne","","2","","8"
"Allée","Allée des Bergères","Bergères","PUBLIQUE","ORVAULT","0215","ORVAULT Rue de la Rotonde","","1","2","11","12"
"Rue","Rue du Belvèdère","Belvèdère","PUBLIQUE","ORVAULT","0187","ORVAULT Rue des Pins","","3","4","11","12"
"Rue","Rue de la Baronnière","Baronnière","PUBLIQUE","ORVAULT","0100","","ORVAULT Rue des Baillauds","1","2","81","86"
"Rue","Rue de l'Atlantique","Atlantique","PRIVEE","ORVAULT","0052","ORVAULT Avenue de la Ferrière","","1","2","5","20"
"Place","Place de l'Abreuvoir","Abreuvoir","PUBLIQUE","ORVAULT","0001","ORVAULT Avenue du Bois Raguenet","","1","2","3","2"
"Rue","Rue des Frères Montgolfier","Montgolfier","PUBLIQUE","ORVAULT","1236","ORVAULT Rue Jules Verne","","","2","","4"
"Place","Place Tredegar","Tredegar","PUBLIQUE","ORVAULT","1982","ORVAULT Avenue André Malraux","ORVAULT Avenue de Cornouaille","","","",""
"Allée","Allée de Touamotou","Touamotou","PRIVEE","NANTES","8138","NANTES Avenue de Tahiti","","1","","5",""
"Rue","Rue des Albizzias","Albizzias","PUBLIQUE","NANTES","0089","NANTES Rue des Albizzias","","1","2","15","20"
"Rue","Rue Gresset","Gresset","PUBLIQUE","NANTES","3864","NANTES Rue Voltaire","NANTES Rue des Cadeniers","1","2","15","12"
"Avenue","Avenue de la Grive","Grive","PRIVEE","NANTES","3884","NANTES Route de la Chapelle Sur Erdre","","1","2","11","16"
"Rue","Rue du Guatemala","Guatemala","PUBLIQUE","NANTES","3898","NANTES Rue du Honduras","NANTES Rue Santos Dumont","1","2","19","10"
"Avenue","Avenue du Halleray","Halleray","PRIVEE","NANTES","4012","NANTES Quai du Halleray","","1","2","19","26"
"Impasse","Impasse Hallereau","Hallereau","PRIVEE","NANTES","4016","NANTES Rue Paul Bellamy","Impasse","","","",""
"Rue","Rue Guilbaud","Guilbaud","PUBLIQUE","REZE","1670","REZE Rue Charles Rivière","REZE Rue Jean-Baptiste et Henri Tendron","1","2","9","8"
